,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio,nodes
723,D:/Dataset/cubicasa5k//high_quality_architectural/857/model.svg,857,"['Other0', 'Garage0', 'Outdoor0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Storage0', 'Storage1', 'Bedroom1', 'Bedroom2', 'Storage2', 'Storage3', 'Storage4', 'Other1', 'Bath0', 'Entry1', 'Bath1', 'Outdoor1', 'Outdoor2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,2,0.10526315789473684,"[46, 31, 60, 26, 41, 11, 70, 71, 12, 13, 72, 73, 74, 47, 1, 27, 2, 61, 62]"
40,D:/Dataset/cubicasa5k//high_quality_architectural/9229/model.svg,9229,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Other0', 'Bedroom0', 'Storage0', 'Bath0', 'Outdoor1', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage1', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667,"[60, 41, 36, 26, 46, 11, 70, 1, 61, 12, 13, 14, 71, 27, 2]"
482,D:/Dataset/cubicasa5k//high_quality_architectural/8073/model.svg,8073,"['LivingRoom0', 'Outdoor0', 'Other0', 'Other1', 'Kitchen0', 'LivingRoom1', 'Dining0', 'Bath0', 'Bedroom0', 'Storage0', 'Garage0', 'Other2', 'Other3', 'Bath1', 'Bedroom1', 'LivingRoom2', 'Other4', 'Bedroom2', 'Storage1', 'Other5', 'Bath2', 'Entry0', 'Other6', 'Other7']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",24,8,0.3333333333333333,"[41, 60, 46, 47, 36, 42, 21, 1, 11, 70, 31, 52, 53, 2, 12, 43, 54, 13, 71, 55, 3, 26, 56, 57]"
2644,D:/Dataset/cubicasa5k//high_quality/7522/model.svg,7522,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[60, 41, 36, 26, 11, 1, 70]"
509,D:/Dataset/cubicasa5k//high_quality_architectural/911/model.svg,911,['LivingRoom0'],"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1,0,0.0,[41]
3502,D:/Dataset/cubicasa5k//colorful/14616/model.svg,14616,"['Outdoor0', 'Kitchen0', 'Entry0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1', 'Storage0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182,"[60, 36, 26, 46, 41, 11, 12, 1, 47, 70, 2]"
28,D:/Dataset/cubicasa5k//high_quality_architectural/7748/model.svg,7748,"['Outdoor0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Other0', 'Other1', 'Other2', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333,"[60, 26, 36, 41, 11, 46, 47, 52, 1]"
255,D:/Dataset/cubicasa5k//high_quality_architectural/755/model.svg,755,"['LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Entry0', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 5. ... 0. 0. 0.]
 [0. 8. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0,"[41, 36, 11, 12, 1, 26, 2, 27]"
2268,D:/Dataset/cubicasa5k//high_quality_architectural/14043/model.svg,14043,"['Kitchen0', 'Other0', 'Bath0', 'Bedroom0', 'Bedroom1', 'LivingRoom0', 'Bedroom2', 'Other1', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[36, 46, 1, 11, 12, 41, 13, 47, 60]"
542,D:/Dataset/cubicasa5k//high_quality_architectural/728/model.svg,728,"['Entry0', 'LivingRoom0', 'Kitchen0', 'Other0', 'Storage0', 'Outdoor0', 'Outdoor1', 'Other1', 'Bedroom0', 'Bedroom1', 'Other2', 'Entry1', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,3,0.23076923076923078,"[26, 41, 36, 46, 70, 60, 61, 47, 11, 12, 52, 27, 1]"
3564,D:/Dataset/cubicasa5k//high_quality/5080/model.svg,5080,"['LivingRoom0', 'Entry0', 'Outdoor0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125,"[41, 26, 60, 11, 36, 12, 1, 46]"
1674,D:/Dataset/cubicasa5k//high_quality_architectural/11697/model.svg,11697,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[60, 61, 41, 36, 26, 1, 70]"
3239,D:/Dataset/cubicasa5k//high_quality/14714/model.svg,14714,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Storage0', 'Bath0', 'Bedroom0', 'LivingRoom0', 'Other0', 'Kitchen0', 'Dining0', 'Entry0', 'Bedroom1', 'Storage1', 'Bedroom2', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667,"[60, 61, 62, 70, 1, 11, 41, 46, 36, 21, 26, 12, 71, 13, 2]"
1625,D:/Dataset/cubicasa5k//high_quality_architectural/11530/model.svg,11530,"['Bath0', 'Other0', 'Bedroom0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285,"[1, 46, 11, 36, 41, 26, 60]"
1903,D:/Dataset/cubicasa5k//high_quality_architectural/12580/model.svg,12580,"['Bath0', 'Bedroom0', 'Outdoor0', 'Entry0', 'LivingRoom0', 'Kitchen0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0,"[1, 11, 60, 26, 41, 36]"
3580,D:/Dataset/cubicasa5k//high_quality_architectural/20001/model.svg,20001,"['Other0', 'LivingRoom0', 'Kitchen0', 'Outdoor0', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666,"[46, 41, 36, 60, 11, 1]"
582,D:/Dataset/cubicasa5k//high_quality_architectural/3942/model.svg,3942,"['Outdoor0', 'Storage0', 'Storage1', 'LivingRoom0', 'LivingRoom1', 'Storage2', 'Bath0', 'Bedroom0', 'Bedroom1', 'Kitchen0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,0,0.0,"[60, 70, 71, 41, 42, 72, 1, 11, 12, 36]"
597,D:/Dataset/cubicasa5k//high_quality_architectural/3102/model.svg,3102,"['Other0', 'Bath0', 'Bedroom0', 'Storage0', 'Other1', 'Entry0', 'Kitchen0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857,"[46, 1, 11, 70, 47, 26, 36]"
158,D:/Dataset/cubicasa5k//high_quality_architectural/6076/model.svg,6076,"['Outdoor0', 'Other0', 'Bath0', 'Bedroom0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Bath1', 'Storage1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693,"[60, 46, 1, 11, 36, 26, 41, 12, 13, 70, 2, 71, 27]"
822,D:/Dataset/cubicasa5k//high_quality_architectural/3766/model.svg,3766,"['Outdoor0', 'LivingRoom0', 'Other0', 'Other1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4,"[60, 41, 46, 47, 70]"
2926,D:/Dataset/cubicasa5k//high_quality/1035/model.svg,1035,"['Storage0', 'Entry0', 'Other0', 'Bath0', 'Bath1', 'Storage1', 'Bedroom0', 'Bedroom1', 'Entry1', 'Bedroom2', 'Kitchen0', 'Outdoor0', 'Outdoor1', 'Bedroom3', 'LivingRoom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667,"[70, 26, 46, 1, 2, 71, 11, 12, 27, 13, 36, 60, 61, 14, 41]"
2148,D:/Dataset/cubicasa5k//high_quality_architectural/13482/model.svg,13482,"['Storage0', 'Bath0', 'Storage1', 'Other0', 'Entry0', 'Bath1', 'Other1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'LivingRoom0', 'Entry1', 'Kitchen0', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,2,0.13333333333333333,"[70, 1, 71, 46, 26, 2, 47, 11, 12, 13, 41, 27, 36, 60, 61]"
2466,D:/Dataset/cubicasa5k//high_quality_architectural/14849/model.svg,14849,"['Other0', 'Other1', 'LivingRoom0', 'Other2', 'Entry0', 'Other3', 'Outdoor0', 'Outdoor1', 'Bedroom0', 'Bedroom1', 'Other4', 'Other5', 'Storage0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,6,0.42857142857142855,"[46, 47, 41, 52, 26, 53, 60, 61, 11, 12, 54, 55, 70, 1]"
1115,D:/Dataset/cubicasa5k//high_quality_architectural/9367/model.svg,9367,"['Entry0', 'Other0', 'Bath0', 'Bedroom0', 'Storage0', 'Bedroom1', 'LivingRoom0', 'Entry1', 'Kitchen0', 'Dining0', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333,"[26, 46, 1, 11, 70, 12, 41, 27, 36, 21, 60, 61]"
897,D:/Dataset/cubicasa5k//high_quality_architectural/9243/model.svg,9243,"['Bath0', 'Other0', 'Storage0', 'Bedroom0', 'Kitchen0', 'LivingRoom0', 'Other1', 'Entry0', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2,"[1, 46, 70, 11, 36, 41, 47, 26, 60, 61]"
1019,D:/Dataset/cubicasa5k//high_quality_architectural/9956/model.svg,9956,"['LivingRoom0', 'Kitchen0', 'Dining0', 'Other0', 'Entry0', 'Outdoor0', 'Garage0', 'Outdoor1', 'Outdoor2', 'Garage1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Bedroom3', 'Storage1', 'Other1', 'Storage2', 'Bath0', 'Storage3', 'Bath1', 'Storage4', 'Entry1', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",24,2,0.08333333333333333,"[41, 36, 21, 46, 26, 60, 31, 61, 62, 32, 11, 12, 13, 70, 14, 71, 47, 72, 1, 73, 2, 74, 27, 3]"
875,D:/Dataset/cubicasa5k//high_quality_architectural/989/model.svg,989,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Outdoor1', 'Bedroom0', 'Storage0', 'Storage1', 'Other0', 'Storage2', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[60, 41, 36, 26, 61, 11, 70, 71, 46, 72, 27]"
2835,D:/Dataset/cubicasa5k//high_quality/5110/model.svg,5110,"['Bath0', 'Storage0', 'Storage1', 'Other0', 'Bath1', 'Entry0', 'Storage2', 'Bedroom0', 'Storage3', 'Storage4', 'Other1', 'Bedroom1', 'Bedroom2', 'Entry1', 'LivingRoom0', 'Kitchen0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,2,0.11764705882352941,"[1, 70, 71, 46, 2, 26, 72, 11, 73, 74, 47, 12, 13, 27, 41, 36, 60]"
3043,D:/Dataset/cubicasa5k//high_quality/11038/model.svg,11038,"['Outdoor0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Other1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857,"[60, 46, 41, 11, 36, 47, 70]"
2472,D:/Dataset/cubicasa5k//high_quality_architectural/14879/model.svg,14879,"['Outdoor0', 'Dining0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bath0', 'Storage1', 'Storage2', 'Other0', 'Other1', 'Entry1', 'Bath1', 'Bath2', 'Outdoor1', 'Outdoor2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,2,0.1111111111111111,"[60, 21, 36, 26, 41, 11, 12, 70, 1, 71, 72, 46, 47, 27, 2, 3, 61, 62]"
1923,D:/Dataset/cubicasa5k//high_quality_architectural/12635/model.svg,12635,"['Entry0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Storage0', 'Bath0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,0,0.0,"[26, 41, 60, 11, 12, 36, 70, 1, 2]"
3319,D:/Dataset/cubicasa5k//high_quality_architectural/9436/model.svg,9436,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bath0', 'Bedroom1', 'Other0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 3. ... 0. 0. 0.]
 [0. 4. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1,"[60, 61, 36, 26, 41, 11, 1, 12, 46, 2]"
569,D:/Dataset/cubicasa5k//high_quality_architectural/8218/model.svg,8218,"['Outdoor0', 'LivingRoom0', 'Other0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,2,0.2222222222222222,"[60, 41, 46, 26, 11, 12, 1, 47, 70]"
2120,D:/Dataset/cubicasa5k//high_quality_architectural/13369/model.svg,13369,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Storage0', 'Storage1', 'Other0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1,"[60, 41, 26, 11, 36, 1, 70, 71, 46, 27]"
461,D:/Dataset/cubicasa5k//high_quality_architectural/5881/model.svg,5881,"['Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Outdoor0', 'Outdoor1', 'Storage0', 'Garage0', 'Bedroom2', 'Bedroom3', 'Kitchen0', 'Storage1', 'Bath0', 'Storage2', 'Other0', 'Storage3', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,1,0.05555555555555555,"[26, 41, 11, 12, 60, 61, 70, 31, 13, 14, 36, 71, 1, 72, 46, 73, 2, 27]"
328,D:/Dataset/cubicasa5k//high_quality_architectural/3/model.svg,3,"['Outdoor0', 'Entry0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0,"[60, 26, 36, 1, 70]"
1987,D:/Dataset/cubicasa5k//high_quality_architectural/12868/model.svg,12868,"['LivingRoom0', 'LivingRoom1', 'Bedroom0', 'Kitchen0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666,"[41, 42, 11, 36, 1, 46]"
1485,D:/Dataset/cubicasa5k//high_quality_architectural/11066/model.svg,11066,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Storage0', 'Bath0', 'Other0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1,"[60, 61, 36, 41, 26, 11, 70, 1, 46, 27]"
1052,D:/Dataset/cubicasa5k//high_quality_architectural/8548/model.svg,8548,"['Storage0', 'Outdoor0', 'Entry0', 'Bedroom0', 'Bath0', 'Bedroom1', 'Other0', 'LivingRoom0', 'Kitchen0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111,"[70, 60, 26, 11, 1, 12, 46, 41, 36]"
2638,D:/Dataset/cubicasa5k//high_quality/5043/model.svg,5043,"['Outdoor0', 'Dining0', 'Kitchen0', 'LivingRoom0', 'Outdoor1', 'Bedroom0', 'Entry0', 'Storage0', 'Bath0', 'Other0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[60, 21, 36, 41, 61, 11, 26, 70, 1, 46, 27]"
1311,D:/Dataset/cubicasa5k//high_quality_architectural/10401/model.svg,10401,"['Outdoor0', 'Outdoor1', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Storage0', 'Other0', 'Entry1', 'Bath1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 3. ... 0. 0. 0.]
 [0. 4. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333,"[60, 61, 26, 41, 36, 11, 1, 70, 46, 27, 2, 71]"
451,D:/Dataset/cubicasa5k//high_quality_architectural/1393/model.svg,1393,"['Outdoor0', 'Outdoor1', 'Storage0', 'Entry0', 'Other0', 'Bath0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Other1', 'Garage0', 'Kitchen0', 'Bath1', 'LivingRoom0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,2,0.125,"[60, 61, 70, 26, 46, 1, 11, 12, 13, 14, 47, 31, 36, 2, 41, 27]"
2521,D:/Dataset/cubicasa5k//colorful/4596/model.svg,4596,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Other0', 'Bedroom0', 'LivingRoom0', 'Other1', 'Other2', 'Garage0', 'Bedroom1', 'Bath0', 'Bedroom2', 'Bath1', 'Other3', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,4,0.26666666666666666,"[60, 61, 62, 46, 11, 41, 47, 52, 31, 12, 1, 13, 2, 53, 3]"
