,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio
1239,D:/Dataset/cubicasa5k//high_quality_architectural/10176/model.svg,10176,"['Outdoor0', 'Kitchen0', 'Kitchen1', 'Entry0', 'Storage0', 'Garage0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage1', 'Storage2', 'LivingRoom1', 'Bath0', 'Storage3', 'Bath1', 'Bath2', 'Other0', 'Storage4', 'Other1', 'Bath3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",22,2,0.09090909090909091
1240,D:/Dataset/cubicasa5k//high_quality_architectural/10179/model.svg,10179,"['LivingRoom0', 'Other0', 'Other1', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4
1241,D:/Dataset/cubicasa5k//high_quality_architectural/10182/model.svg,10182,"['LivingRoom0', 'Kitchen0', 'Entry0', 'Outdoor0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
1242,D:/Dataset/cubicasa5k//high_quality_architectural/10186/model.svg,10186,"['Outdoor0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
1243,D:/Dataset/cubicasa5k//high_quality_architectural/10187/model.svg,10187,"['Outdoor0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Bath0', 'Bedroom0', 'Bedroom1', 'Other0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
1244,D:/Dataset/cubicasa5k//high_quality_architectural/10190/model.svg,10190,"['Bedroom0', 'Bedroom1', 'LivingRoom0', 'Other0', 'Outdoor0', 'Kitchen0', 'Bath0', 'Storage0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 3. ... 0. 0. 0.]
 [0. 4. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
1245,D:/Dataset/cubicasa5k//high_quality_architectural/10196/model.svg,10196,"['Other0', 'LivingRoom0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,1,0.2
1246,D:/Dataset/cubicasa5k//high_quality_architectural/10203/model.svg,10203,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Other0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
1247,D:/Dataset/cubicasa5k//high_quality_architectural/10209/model.svg,10209,"['Bath0', 'Storage0', 'Storage1', 'Other0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Bedroom2', 'Outdoor0', 'Dining0', 'LivingRoom0', 'Other1', 'Bedroom3', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,2,0.14285714285714285
1248,D:/Dataset/cubicasa5k//high_quality_architectural/10211/model.svg,10211,"['Outdoor0', 'Outdoor1', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other0', 'Storage0', 'Bath0', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693
1249,D:/Dataset/cubicasa5k//high_quality_architectural/10212/model.svg,10212,"['Outdoor0', 'Outdoor1', 'Garage0', 'Outdoor2', 'Storage0', 'Storage1', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage2', 'Bedroom3', 'Bath0', 'Other1', 'Bath1', 'Entry1', 'Other2', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",21,4,0.19047619047619047
1250,D:/Dataset/cubicasa5k//high_quality_architectural/10213/model.svg,10213,"['Outdoor0', 'Kitchen0', 'Entry0', 'Outdoor1', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0', 'Other0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1
1251,D:/Dataset/cubicasa5k//high_quality_architectural/10216/model.svg,10216,"['Storage0', 'Bath0', 'Storage1', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Other0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
1252,D:/Dataset/cubicasa5k//high_quality_architectural/10217/model.svg,10217,"['Outdoor0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Other0', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
1255,D:/Dataset/cubicasa5k//high_quality_architectural/10222/model.svg,10222,"['Outdoor0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Entry0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
1256,D:/Dataset/cubicasa5k//high_quality_architectural/10224/model.svg,10224,"['Kitchen0', 'Entry0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
1257,D:/Dataset/cubicasa5k//high_quality_architectural/10225/model.svg,10225,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
1258,D:/Dataset/cubicasa5k//high_quality_architectural/10228/model.svg,10228,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Bath0', 'Storage0', 'Storage1', 'Bath1', 'Entry0', 'Other0', 'Storage2', 'LivingRoom0', 'Bath2', 'Bedroom0', 'Bedroom1', 'Storage3', 'Entry1', 'Garage0', 'Bedroom2', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,2,0.10526315789473684
1259,D:/Dataset/cubicasa5k//high_quality_architectural/10230/model.svg,10230,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'Entry0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Bath0', 'Storage0', 'Other1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182
1260,D:/Dataset/cubicasa5k//high_quality_architectural/10231/model.svg,10231,"['Outdoor0', 'Outdoor1', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
1261,D:/Dataset/cubicasa5k//high_quality_architectural/10234/model.svg,10234,"['Outdoor0', 'Outdoor1', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Other0', 'Bath0', 'Storage1', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693
1262,D:/Dataset/cubicasa5k//high_quality_architectural/10236/model.svg,10236,"['Outdoor0', 'Outdoor1', 'Garage0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Storage0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage1', 'Storage2', 'Bath0', 'Other0', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,1,0.058823529411764705
1263,D:/Dataset/cubicasa5k//high_quality_architectural/10242/model.svg,10242,"['Outdoor0', 'Dining0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Storage0', 'Other0', 'Storage1', 'Other1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182
1264,D:/Dataset/cubicasa5k//high_quality_architectural/10249/model.svg,10249,"['Bath0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666
1265,D:/Dataset/cubicasa5k//high_quality_architectural/10251/model.svg,10251,"['LivingRoom0', 'Outdoor0', 'Other0', 'Bath0', 'Kitchen0', 'Bedroom0', 'Storage0', 'Storage1', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111
1266,D:/Dataset/cubicasa5k//high_quality_architectural/10252/model.svg,10252,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Other0', 'Other1', 'Other2', 'Bath0', 'Other3', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,4,0.36363636363636365
1267,D:/Dataset/cubicasa5k//high_quality_architectural/10254/model.svg,10254,"['Outdoor0', 'Kitchen0', 'Bath0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
1268,D:/Dataset/cubicasa5k//high_quality_architectural/10260/model.svg,10260,"['Outdoor0', 'Dining0', 'Kitchen0', 'LivingRoom0', 'Other0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2
1269,D:/Dataset/cubicasa5k//high_quality_architectural/10267/model.svg,10267,"['Storage0', 'Outdoor0', 'Outdoor1', 'Outdoor2', 'Kitchen0', 'Dining0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'LivingRoom1', 'Other0', 'Storage1', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bath0', 'Storage2', 'Storage3', 'Other1', 'Bath1', 'Other2', 'Bath2', 'Entry1', 'Other3', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",25,5,0.2
1272,D:/Dataset/cubicasa5k//high_quality_architectural/10275/model.svg,10275,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Storage0', 'Bedroom0', 'Bedroom1', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,0,0.0
1273,D:/Dataset/cubicasa5k//high_quality_architectural/10276/model.svg,10276,"['Outdoor0', 'LivingRoom0', 'Other0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Storage0', 'Bath0', 'Other1', 'Entry1', 'Bath1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 8. ... 0. 0. 0.]
 [0. 5. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,3,0.23076923076923078
1274,D:/Dataset/cubicasa5k//high_quality_architectural/10278/model.svg,10278,"['Other0', 'Other1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Entry0', 'Bath0', 'Bath1', 'Outdoor0', 'LivingRoom0', 'Garage0', 'Kitchen0', 'Bedroom3', 'Storage0', 'Other2', 'Storage1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,3,0.17647058823529413
1275,D:/Dataset/cubicasa5k//high_quality_architectural/10280/model.svg,10280,"['Outdoor0', 'LivingRoom0', 'Bedroom0', 'Entry0', 'Bath0', 'Kitchen0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
1276,D:/Dataset/cubicasa5k//high_quality_architectural/10288/model.svg,10288,"['Outdoor0', 'Outdoor1', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Storage1', 'Bath0', 'Entry1', 'Other0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 5. ... 0. 0. 0.]
 [0. 8. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,1,0.07142857142857142
1277,D:/Dataset/cubicasa5k//high_quality_architectural/10289/model.svg,10289,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Storage0', 'Storage1', 'LivingRoom0', 'Other0', 'Kitchen0', 'Entry0', 'Storage2', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bath0', 'Other1', 'Entry1', 'Storage3', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,2,0.10526315789473684
1278,D:/Dataset/cubicasa5k//high_quality_architectural/10291/model.svg,10291,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Other0', 'Kitchen0', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
1280,D:/Dataset/cubicasa5k//high_quality_architectural/10302/model.svg,10302,"['LivingRoom0', 'Other0', 'Other1', 'Other2', 'Storage0', 'Outdoor0', 'Other3', 'Kitchen0', 'Other4', 'Bath0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,5,0.45454545454545453
1281,D:/Dataset/cubicasa5k//high_quality_architectural/10303/model.svg,10303,"['Outdoor0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Entry0', 'Bedroom1', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
1282,D:/Dataset/cubicasa5k//high_quality_architectural/10304/model.svg,10304,"['Entry0', 'LivingRoom0', 'Other0', 'Outdoor0', 'Other1', 'Other2', 'Kitchen0', 'Bath0', 'Other3', 'Storage0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,4,0.36363636363636365
1283,D:/Dataset/cubicasa5k//high_quality_architectural/10311/model.svg,10311,"['Outdoor0', 'Outdoor1', 'Other0', 'Other1', 'Dining0', 'Kitchen0', 'Bedroom0', 'Bedroom1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25
1284,D:/Dataset/cubicasa5k//high_quality_architectural/10319/model.svg,10319,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'Dining0', 'LivingRoom0', 'Other0', 'Other1', 'Bedroom0', 'Bedroom1', 'Other2', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,4,0.36363636363636365
1285,D:/Dataset/cubicasa5k//high_quality_architectural/10323/model.svg,10323,"['Outdoor0', 'Other0', 'Garage0', 'Outdoor1', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Storage0', 'Other1', 'Other2', 'Other3', 'Storage1', 'Storage2', 'Bath0', 'Entry1', 'Other4', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,5,0.29411764705882354
1286,D:/Dataset/cubicasa5k//high_quality_architectural/10328/model.svg,10328,"['Outdoor0', 'Outdoor1', 'Dining0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Storage0', 'Other0', 'Storage1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333
1287,D:/Dataset/cubicasa5k//high_quality_architectural/10330/model.svg,10330,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Other0', 'Bath0', 'Storage0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25
1288,D:/Dataset/cubicasa5k//high_quality_architectural/10335/model.svg,10335,"['Outdoor0', 'LivingRoom0', 'Other0', 'Entry0', 'Garage0', 'Outdoor1', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Bedroom2', 'Storage0', 'Other1', 'Storage1', 'Other2', 'Entry1', 'Entry2', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,3,0.16666666666666666
1289,D:/Dataset/cubicasa5k//high_quality_architectural/10341/model.svg,10341,"['Outdoor0', 'Dining0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Storage0', 'Bath0', 'Bedroom0', 'Bedroom1', 'Bath1', 'Other0', 'Other1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,2,0.15384615384615385
1290,D:/Dataset/cubicasa5k//high_quality_architectural/10345/model.svg,10345,"['LivingRoom0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Entry0', 'Storage0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
1291,D:/Dataset/cubicasa5k//high_quality_architectural/10348/model.svg,10348,"['LivingRoom0', 'Kitchen0', 'Outdoor0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4
1292,D:/Dataset/cubicasa5k//high_quality_architectural/10349/model.svg,10349,"['Other0', 'LivingRoom0', 'Entry0', 'LivingRoom1', 'Bedroom0', 'Kitchen0', 'Dining0', 'Storage0', 'Storage1', 'Bath0', 'Other1', 'Bath1', 'Bath2', 'Outdoor0', 'Outdoor1', 'Bedroom1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,2,0.125
